Input,Output
"[0, 5, 11, 0, 2, 5]","[0, 2, 5, 0, 1, 2]"
"[1, 15, 13, 2, 4, 11]","[0, 5, 11, 0, 2, 5]"
"[0, 0, 2, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
"[0, 2, 5, 1, 0, 2]","[0, 0, 2, 0, 0, 0]"
"[0, 5, 11, 2, 0, 5]","[0, 2, 5, 1, 0, 2]"
"[1, 15, 13, 4, 2, 11]","[0, 5, 11, 2, 0, 5]"
"[0, 0, 2, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
"[0, 2, 5, 0, 1, 2]","[0, 0, 2, 0, 0, 0]"
"[1, 5, 12, 0, 2, 5]","[0, 2, 5, 0, 1, 2]"
"[2, 14, 14, 0, 5, 11]","[1, 5, 12, 0, 2, 5]"
"[0, 0, 2, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
"[0, 0, 4, 0, 2, 0]","[0, 0, 2, 0, 0, 0]"
"[2, 3, 10, 3, 4, 1]","[0, 0, 4, 0, 2, 0]"
"[3, 13, 11, 11, 5, 3]","[2, 3, 10, 3, 4, 1]"
"[0, 3, 1, 3, 0, 1]","[0, 0, 0, 0, 0, 0]"
"[3, 10, 3, 10, 0, 2]","[0, 3, 1, 3, 0, 1]"
"[4, 13, 5, 12, 4, 4]","[3, 10, 3, 10, 0, 2]"
"[0, 3, 1, 3, 0, 1]","[0, 0, 0, 0, 0, 0]"
"[3, 10, 3, 10, 0, 2]","[0, 3, 1, 3, 0, 1]"
"[4, 13, 5, 13, 2, 5]","[3, 10, 3, 10, 0, 2]"
"[0, 3, 1, 3, 0, 1]","[0, 0, 0, 0, 0, 0]"
"[2, 5, 3, 10, 0, 3]","[0, 3, 1, 3, 0, 1]"
"[4, 13, 10, 12, 2, 5]","[2, 5, 3, 10, 0, 3]"
"[0, 3, 1, 3, 0, 1]","[0, 0, 0, 0, 0, 0]"
"[3, 10, 3, 10, 0, 2]","[0, 3, 1, 3, 0, 1]"
"[4, 14, 4, 11, 5, 4]","[3, 10, 3, 10, 0, 2]"
"[1, 3, 1, 3, 0, 0]","[0, 0, 0, 0, 0, 0]"
"[3, 5, 3, 10, 0, 2]","[1, 3, 1, 3, 0, 0]"
"[5, 13, 10, 12, 2, 4]","[3, 5, 3, 10, 0, 2]"
"[0, 3, 1, 3, 0, 1]","[0, 0, 0, 0, 0, 0]"
"[1, 5, 3, 5, 2, 4]","[0, 3, 1, 3, 0, 1]"
"[2, 15, 5, 11, 3, 11]","[1, 5, 3, 5, 2, 4]"
"[0, 3, 0, 3, 1, 1]","[0, 0, 0, 0, 0, 0]"
"[1, 5, 2, 5, 3, 4]","[0, 3, 0, 3, 1, 1]"
"[3, 13, 4, 12, 5, 10]","[1, 5, 2, 5, 3, 4]"
"[0, 3, 1, 3, 0, 1]","[0, 0, 0, 0, 0, 0]"
"[1, 5, 3, 5, 2, 4]","[0, 3, 1, 3, 0, 1]"
"[3, 13, 5, 12, 4, 10]","[1, 5, 3, 5, 2, 4]"
"[0, 3, 1, 3, 0, 1]","[0, 0, 0, 0, 0, 0]"
"[1, 5, 3, 5, 2, 4]","[0, 3, 1, 3, 0, 1]"
"[3, 14, 4, 11, 5, 10]","[1, 5, 3, 5, 2, 4]"
"[1, 3, 1, 3, 0, 0]","[0, 0, 0, 0, 0, 0]"
"[2, 4, 4, 5, 3, 2]","[1, 3, 1, 3, 0, 0]"
"[4, 13, 5, 11, 10, 4]","[2, 4, 4, 5, 3, 2]"
"[1, 3, 0, 3, 1, 0]","[0, 0, 0, 0, 0, 0]"
"[2, 4, 3, 5, 4, 2]","[1, 3, 0, 3, 1, 0]"
"[5, 12, 5, 10, 5, 10]","[2, 4, 3, 5, 4, 2]"
"[1, 11, 1, 1, 0, 1]","[0, 0, 0, 0, 0, 0]"
"[2, 13, 3, 5, 0, 3]","[1, 11, 1, 1, 0, 1]"
"[5, 21, 5, 10, 0, 10]","[2, 13, 3, 5, 0, 3]"
"[1, 3, 1, 3, 0, 0]","[0, 0, 0, 0, 0, 0]"
"[3, 5, 3, 10, 0, 2]","[1, 3, 1, 3, 0, 0]"
"[10, 14, 10, 12, 2, 3]","[3, 5, 3, 10, 0, 2]"
"[0, 0, 2, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
"[0, 2, 5, 0, 1, 2]","[0, 0, 2, 0, 0, 0]"
"[0, 4, 12, 2, 4, 3]","[0, 2, 5, 0, 1, 2]"
"[1, 13, 14, 4, 12, 4]","[0, 4, 12, 2, 4, 3]"
"[0, 0, 2, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
"[0, 2, 5, 0, 1, 2]","[0, 0, 2, 0, 0, 0]"
"[0, 4, 12, 2, 4, 3]","[0, 2, 5, 0, 1, 2]"
"[1, 14, 13, 4, 11, 5]","[0, 4, 12, 2, 4, 3]"
"[0, 0, 2, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
"[0, 2, 5, 1, 0, 2]","[0, 0, 2, 0, 0, 0]"
"[0, 5, 12, 2, 1, 5]","[0, 2, 5, 1, 0, 2]"
"[1, 15, 13, 4, 4, 11]","[0, 5, 12, 2, 1, 5]"
"[0, 0, 2, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
"[0, 2, 5, 0, 1, 2]","[0, 0, 2, 0, 0, 0]"
"[0, 5, 12, 1, 2, 5]","[0, 2, 5, 0, 1, 2]"
"[2, 12, 22, 2, 4, 10]","[0, 5, 12, 1, 2, 5]"
"[0, 2, 3, 2, 0, 1]","[0, 0, 0, 0, 0, 0]"
"[2, 4, 10, 4, 3, 2]","[0, 2, 3, 2, 0, 1]"
"[3, 13, 12, 11, 5, 4]","[2, 4, 10, 4, 3, 2]"
"[1, 11, 1, 1, 1, 0]","[0, 0, 0, 0, 0, 0]"
"[2, 13, 3, 4, 4, 0]","[1, 11, 1, 1, 1, 0]"
"[3, 21, 5, 11, 5, 3]","[2, 13, 3, 4, 4, 0]"
"[0, 0, 2, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
"[1, 2, 5, 0, 0, 2]","[0, 0, 2, 0, 0, 0]"
"[2, 5, 12, 1, 0, 5]","[1, 2, 5, 0, 0, 2]"
"[4, 12, 22, 2, 2, 10]","[2, 5, 12, 1, 0, 5]"
"[0, 3, 0, 3, 1, 1]","[0, 0, 0, 0, 0, 0]"
"[3, 10, 3, 10, 2, 2]","[0, 3, 0, 3, 1, 1]"
"[4, 13, 4, 13, 5, 5]","[3, 10, 3, 10, 2, 2]"
"[0, 3, 0, 3, 1, 1]","[0, 0, 0, 0, 0, 0]"
"[2, 5, 3, 10, 2, 3]","[0, 3, 0, 3, 1, 1]"
"[4, 13, 4, 13, 10, 4]","[2, 5, 3, 10, 2, 3]"
"[0, 2, 3, 2, 0, 1]","[0, 0, 0, 0, 0, 0]"
"[2, 4, 10, 4, 3, 2]","[0, 2, 3, 2, 0, 1]"
"[4, 13, 11, 10, 5, 5]","[2, 4, 10, 4, 3, 2]"
"[0, 0, 2, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
"[1, 2, 5, 0, 0, 2]","[0, 0, 2, 0, 0, 0]"
"[2, 5, 12, 1, 0, 5]","[1, 2, 5, 0, 0, 2]"
"[4, 13, 13, 4, 4, 10]","[2, 5, 12, 1, 0, 5]"
"[0, 3, 0, 3, 1, 1]","[0, 0, 0, 0, 0, 0]"
"[2, 5, 3, 10, 2, 3]","[0, 3, 0, 3, 1, 1]"
"[4, 14, 4, 11, 10, 5]","[2, 5, 3, 10, 2, 3]"
"[1, 3, 1, 3, 0, 0]","[0, 0, 0, 0, 0, 0]"
"[3, 12, 3, 10, 1, 1]","[1, 3, 1, 3, 0, 0]"
"[4, 15, 5, 12, 3, 5]","[3, 12, 3, 10, 1, 1]"
"[1, 3, 2, 3, 1, 0]","[0, 0, 0, 0, 0, 0]"
"[4, 10, 3, 10, 3, 0]","[1, 3, 2, 3, 1, 0]"
"[5, 13, 5, 12, 5, 4]","[4, 10, 3, 10, 3, 0]"
"[1, 3, 0, 3, 1, 0]","[0, 0, 0, 0, 0, 0]"
"[3, 5, 3, 10, 2, 2]","[1, 3, 0, 3, 1, 0]"
"[5, 14, 4, 11, 10, 4]","[3, 5, 3, 10, 2, 2]"
"[0, 3, 1, 3, 1, 0]","[0, 0, 0, 0, 0, 0]"
"[3, 10, 3, 10, 2, 0]","[0, 3, 1, 3, 1, 0]"
"[10, 15, 10, 12, 3, 2]","[3, 10, 3, 10, 2, 0]"
"[0, 0, 2, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
"[0, 0, 3, 3, 0, 0]","[0, 0, 2, 0, 0, 0]"
"[0, 0, 4, 4, 4, 0]","[0, 0, 3, 3, 0, 0]"
"[0, 3, 5, 11, 5, 3]","[0, 0, 4, 4, 4, 0]"
"[0, 14, 11, 12, 11, 5]","[0, 3, 5, 11, 5, 3]"
"[0, 0, 2, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
"[0, 2, 5, 0, 1, 2]","[0, 0, 2, 0, 0, 0]"
"[0, 11, 11, 3, 2, 3]","[0, 2, 5, 0, 1, 2]"
"[2, 15, 13, 5, 4, 10]","[0, 11, 11, 3, 2, 3]"
"[0, 0, 2, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
"[0, 0, 3, 3, 0, 0]","[0, 0, 2, 0, 0, 0]"
"[0, 0, 4, 4, 4, 0]","[0, 0, 3, 3, 0, 0]"
"[0, 0, 5, 5, 5, 5]","[0, 0, 4, 4, 4, 0]"
"[3, 12, 11, 11, 10, 10]","[0, 0, 5, 5, 5, 5]"
"[0, 0, 2, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
"[0, 2, 5, 0, 1, 2]","[0, 0, 2, 0, 0, 0]"
"[0, 4, 12, 2, 4, 3]","[0, 2, 5, 0, 1, 2]"
"[3, 13, 13, 10, 10, 4]","[0, 4, 12, 2, 4, 3]"
"[0, 0, 2, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
"[0, 2, 5, 1, 0, 2]","[0, 0, 2, 0, 0, 0]"
"[0, 5, 12, 2, 1, 5]","[0, 2, 5, 1, 0, 2]"
"[3, 14, 13, 10, 3, 10]","[0, 5, 12, 2, 1, 5]"
"[0, 11, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0]"
"[0, 13, 3, 5, 2, 3]","[0, 11, 1, 1, 1, 1]"
"[3, 20, 10, 12, 3, 5]","[0, 13, 3, 5, 2, 3]"
"[0, 11, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0]"
"[0, 13, 3, 4, 4, 2]","[0, 11, 1, 1, 1, 1]"
"[3, 21, 5, 10, 10, 4]","[0, 13, 3, 4, 4, 2]"
"[1, 11, 1, 1, 0, 1]","[0, 0, 0, 0, 0, 0]"
"[2, 13, 3, 5, 0, 3]","[1, 11, 1, 1, 0, 1]"
"[3, 22, 11, 11, 2, 4]","[2, 13, 3, 5, 0, 3]"
"[0, 0, 2, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
"[1, 2, 5, 0, 0, 2]","[0, 0, 2, 0, 0, 0]"
"[2, 11, 11, 3, 0, 3]","[1, 2, 5, 0, 0, 2]"
"[4, 15, 13, 5, 2, 10]","[2, 11, 11, 3, 0, 3]"
"[1, 3, 1, 3, 0, 0]","[0, 0, 0, 0, 0, 0]"
"[3, 12, 3, 10, 1, 1]","[1, 3, 1, 3, 0, 0]"
"[4, 21, 11, 12, 3, 2]","[3, 12, 3, 10, 1, 1]"
"[1, 3, 1, 3, 0, 0]","[0, 0, 0, 0, 0, 0]"
"[3, 12, 3, 10, 1, 1]","[1, 3, 1, 3, 0, 0]"
"[5, 20, 11, 12, 2, 3]","[3, 12, 3, 10, 1, 1]"
"[0, 0, 2, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
"[1, 2, 5, 0, 0, 2]","[0, 0, 2, 0, 0, 0]"
"[2, 5, 12, 0, 1, 5]","[1, 2, 5, 0, 0, 2]"
"[10, 13, 20, 2, 2, 10]","[2, 5, 12, 0, 1, 5]"
"[1, 3, 2, 3, 1, 0]","[0, 0, 0, 0, 0, 0]"
"[4, 10, 3, 10, 3, 0]","[1, 3, 2, 3, 1, 0]"
"[10, 14, 5, 12, 5, 3]","[4, 10, 3, 10, 3, 0]"
"[1, 11, 1, 1, 1, 0]","[0, 0, 0, 0, 0, 0]"
"[2, 13, 3, 4, 4, 0]","[1, 11, 1, 1, 1, 0]"
"[10, 20, 5, 10, 5, 3]","[2, 13, 3, 4, 4, 0]"
"[0, 3, 2, 3, 1, 1]","[0, 0, 0, 0, 0, 0]"
"[2, 5, 4, 10, 3, 3]","[0, 3, 2, 3, 1, 1]"
"[4, 13, 5, 13, 5, 10]","[2, 5, 4, 10, 3, 3]"
"[0, 0, 2, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
"[1, 2, 5, 0, 0, 2]","[0, 0, 2, 0, 0, 0]"
"[3, 5, 10, 3, 1, 5]","[1, 2, 5, 0, 0, 2]"
"[4, 14, 12, 4, 5, 11]","[3, 5, 10, 3, 1, 5]"
"[0, 3, 2, 3, 1, 1]","[0, 0, 0, 0, 0, 0]"
"[1, 5, 3, 5, 4, 4]","[0, 3, 2, 3, 1, 1]"
"[4, 15, 4, 10, 11, 10]","[1, 5, 3, 5, 4, 4]"
"[1, 3, 2, 3, 0, 1]","[0, 0, 0, 0, 0, 0]"
"[3, 5, 4, 10, 2, 3]","[1, 3, 2, 3, 0, 1]"
"[5, 13, 5, 13, 4, 10]","[3, 5, 4, 10, 2, 3]"
"[1, 3, 2, 3, 1, 0]","[0, 0, 0, 0, 0, 0]"
"[3, 5, 4, 10, 3, 2]","[1, 3, 2, 3, 1, 0]"
"[5, 14, 5, 11, 5, 10]","[3, 5, 4, 10, 3, 2]"
"[1, 11, 1, 1, 0, 1]","[0, 0, 0, 0, 0, 0]"
"[2, 13, 3, 5, 0, 3]","[1, 11, 1, 1, 0, 1]"
"[10, 22, 10, 10, 1, 5]","[2, 13, 3, 5, 0, 3]"
"[0, 0, 2, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
"[0, 0, 3, 3, 0, 0]","[0, 0, 2, 0, 0, 0]"
"[0, 0, 4, 4, 4, 0]","[0, 0, 3, 3, 0, 0]"
"[0, 3, 5, 11, 5, 3]","[0, 0, 4, 4, 4, 0]"
"[1, 14, 11, 13, 12, 4]","[0, 3, 5, 11, 5, 3]"
"[0, 0, 2, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
"[0, 0, 3, 3, 0, 0]","[0, 0, 2, 0, 0, 0]"
"[0, 0, 4, 4, 4, 0]","[0, 0, 3, 3, 0, 0]"
"[0, 3, 5, 11, 5, 3]","[0, 0, 4, 4, 4, 0]"
"[1, 14, 12, 12, 11, 5]","[0, 3, 5, 11, 5, 3]"
"[0, 0, 2, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
"[0, 2, 5, 1, 0, 2]","[0, 0, 2, 0, 0, 0]"
"[1, 5, 12, 3, 2, 4]","[0, 2, 5, 1, 0, 2]"
"[3, 15, 13, 11, 3, 10]","[1, 5, 12, 3, 2, 4]"
"[0, 0, 2, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
"[1, 2, 5, 0, 0, 2]","[0, 0, 2, 0, 0, 0]"
"[2, 11, 12, 3, 1, 3]","[1, 2, 5, 0, 0, 2]"
"[4, 15, 13, 5, 4, 10]","[2, 11, 12, 3, 1, 3]"
"[1, 11, 0, 1, 1, 1]","[0, 0, 0, 0, 0, 0]"
"[2, 13, 3, 5, 2, 3]","[1, 11, 0, 1, 1, 1]"
"[5, 21, 5, 10, 4, 10]","[2, 13, 3, 5, 2, 3]"
"[1, 11, 1, 0, 1, 1]","[0, 0, 0, 0, 0, 0]"
"[2, 13, 4, 3, 4, 2]","[1, 11, 1, 0, 1, 1]"
"[5, 21, 10, 4, 10, 5]","[2, 13, 4, 3, 4, 2]"
"[0, 0, 2, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
"[1, 2, 5, 0, 0, 2]","[0, 0, 2, 0, 0, 0]"
"[3, 4, 10, 4, 3, 3]","[1, 2, 5, 0, 0, 2]"
"[10, 14, 11, 5, 5, 10]","[3, 4, 10, 4, 3, 3]"
"[0, 3, 2, 3, 1, 1]","[0, 0, 0, 0, 0, 0]"
"[1, 5, 3, 5, 4, 4]","[0, 3, 2, 3, 1, 1]"
"[10, 15, 4, 10, 10, 10]","[1, 5, 3, 5, 4, 4]"
"[1, 3, 2, 3, 0, 1]","[0, 0, 0, 0, 0, 0]"
"[3, 5, 4, 10, 2, 3]","[1, 3, 2, 3, 0, 1]"
"[10, 15, 5, 11, 4, 10]","[3, 5, 4, 10, 2, 3]"
"[1, 11, 0, 1, 1, 1]","[0, 0, 0, 0, 0, 0]"
"[2, 13, 3, 4, 4, 2]","[1, 11, 0, 1, 1, 1]"
"[10, 20, 5, 5, 5, 10]","[2, 13, 3, 4, 4, 2]"
"[0, 0, 2, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
"[0, 0, 4, 0, 2, 0]","[0, 0, 2, 0, 0, 0]"
"[0, 2, 12, 2, 3, 0]","[0, 0, 4, 0, 2, 0]"
"[0, 4, 13, 5, 5, 3]","[0, 2, 12, 2, 3, 0]"
"[0, 14, 14, 11, 13, 4]","[0, 4, 13, 5, 5, 3]"
"[0, 0, 2, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
"[0, 0, 3, 3, 0, 0]","[0, 0, 2, 0, 0, 0]"
"[0, 0, 4, 4, 4, 0]","[0, 0, 3, 3, 0, 0]"
"[2, 4, 11, 5, 10, 2]","[0, 0, 4, 4, 4, 0]"
"[3, 13, 13, 14, 12, 3]","[2, 4, 11, 5, 10, 2]"
"[0, 0, 2, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
"[1, 3, 5, 2, 1, 2]","[0, 0, 2, 0, 0, 0]"
"[2, 5, 12, 4, 3, 5]","[1, 3, 5, 2, 1, 2]"
"[4, 12, 20, 5, 5, 12]","[2, 5, 12, 4, 3, 5]"
"[0, 0, 2, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
"[0, 0, 3, 3, 0, 0]","[0, 0, 2, 0, 0, 0]"
"[0, 0, 4, 4, 4, 0]","[0, 0, 3, 3, 0, 0]"
"[2, 3, 12, 10, 5, 2]","[0, 0, 4, 4, 4, 0]"
"[4, 12, 20, 12, 11, 3]","[2, 3, 12, 10, 5, 2]"
"[0, 0, 2, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
"[1, 3, 4, 3, 2, 1]","[0, 0, 2, 0, 0, 0]"
"[3, 5, 5, 10, 3, 5]","[1, 3, 4, 3, 2, 1]"
"[4, 15, 12, 11, 5, 12]","[3, 5, 5, 10, 3, 5]"
"[0, 0, 2, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
"[1, 3, 4, 3, 2, 1]","[0, 0, 2, 0, 0, 0]"
"[3, 5, 5, 10, 3, 5]","[1, 3, 4, 3, 2, 1]"
"[4, 21, 11, 11, 5, 11]","[3, 5, 5, 10, 3, 5]"
"[0, 0, 2, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
"[1, 3, 5, 2, 1, 2]","[0, 0, 2, 0, 0, 0]"
"[3, 5, 10, 4, 4, 5]","[1, 3, 5, 2, 1, 2]"
"[5, 15, 11, 10, 5, 13]","[3, 5, 10, 4, 4, 5]"
"[0, 0, 2, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
"[0, 0, 3, 3, 0, 0]","[0, 0, 2, 0, 0, 0]"
"[0, 0, 4, 4, 4, 0]","[0, 0, 3, 3, 0, 0]"
"[2, 3, 12, 10, 5, 2]","[0, 0, 4, 4, 4, 0]"
"[10, 12, 20, 12, 10, 3]","[2, 3, 12, 10, 5, 2]"
"[0, 0, 2, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
"[1, 3, 4, 3, 2, 1]","[0, 0, 2, 0, 0, 0]"
"[3, 11, 5, 10, 4, 3]","[1, 3, 4, 3, 2, 1]"
"[5, 21, 12, 11, 5, 10]","[3, 11, 5, 10, 4, 3]"
"[0, 3, 1, 3, 1, 0]","[0, 0, 0, 0, 0, 0]"
"[0, 4, 3, 5, 4, 2]","[0, 3, 1, 3, 1, 0]"
"[0, 14, 4, 11, 11, 3]","[0, 4, 3, 5, 4, 2]"
"[0, 22, 12, 13, 14, 4]","[0, 14, 4, 11, 11, 3]"
"[0, 0, 2, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
"[0, 0, 3, 3, 0, 0]","[0, 0, 2, 0, 0, 0]"
"[0, 2, 5, 5, 1, 3]","[0, 0, 3, 3, 0, 0]"
"[0, 12, 11, 11, 3, 4]","[0, 2, 5, 5, 1, 3]"
"[2, 21, 14, 13, 5, 10]","[0, 12, 11, 11, 3, 4]"
"[0, 0, 2, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
"[0, 0, 3, 3, 0, 0]","[0, 0, 2, 0, 0, 0]"
"[0, 2, 5, 5, 1, 3]","[0, 0, 3, 3, 0, 0]"
"[0, 12, 11, 11, 3, 4]","[0, 2, 5, 5, 1, 3]"
"[3, 20, 13, 14, 5, 10]","[0, 12, 11, 11, 3, 4]"
"[1, 2, 3, 2, 0, 0]","[0, 0, 0, 0, 0, 0]"
"[2, 3, 5, 5, 0, 3]","[1, 2, 3, 2, 0, 0]"
"[3, 12, 12, 11, 0, 5]","[2, 3, 5, 5, 0, 3]"
"[5, 20, 15, 13, 0, 12]","[3, 12, 12, 11, 0, 5]"
"[1, 2, 3, 2, 0, 0]","[0, 0, 0, 0, 0, 0]"
"[2, 3, 5, 5, 0, 3]","[1, 2, 3, 2, 0, 0]"
"[3, 12, 12, 11, 0, 5]","[2, 3, 5, 5, 0, 3]"
"[5, 21, 20, 12, 0, 11]","[3, 12, 12, 11, 0, 5]"
"[0, 0, 2, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
"[1, 3, 4, 3, 2, 1]","[0, 0, 2, 0, 0, 0]"
"[3, 12, 11, 10, 3, 2]","[1, 3, 4, 3, 2, 1]"
"[10, 20, 13, 13, 5, 4]","[3, 12, 11, 10, 3, 2]"
"[1, 3, 0, 3, 0, 1]","[0, 0, 0, 0, 0, 0]"
"[3, 5, 0, 10, 0, 3]","[1, 3, 0, 3, 0, 1]"
"[5, 15, 0, 11, 1, 10]","[3, 5, 0, 10, 0, 3]"
"[11, 30, 1, 14, 3, 11]","[5, 15, 0, 11, 1, 10]"
"[0, 3, 1, 3, 1, 0]","[0, 0, 0, 0, 0, 0]"
"[0, 4, 3, 5, 4, 2]","[0, 3, 1, 3, 1, 0]"
"[0, 14, 4, 11, 11, 3]","[0, 4, 3, 5, 4, 2]"
"[1, 24, 11, 12, 14, 5]","[0, 14, 4, 11, 11, 3]"
"[0, 0, 2, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
"[0, 0, 3, 3, 0, 0]","[0, 0, 2, 0, 0, 0]"
"[0, 2, 5, 5, 1, 3]","[0, 0, 3, 3, 0, 0]"
"[1, 13, 11, 11, 2, 5]","[0, 2, 5, 5, 1, 3]"
"[2, 22, 15, 13, 4, 11]","[1, 13, 11, 11, 2, 5]"
"[0, 0, 2, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
"[0, 0, 3, 3, 0, 0]","[0, 0, 2, 0, 0, 0]"
"[0, 2, 5, 5, 1, 3]","[0, 0, 3, 3, 0, 0]"
"[2, 11, 12, 10, 4, 4]","[0, 2, 5, 5, 1, 3]"
"[3, 21, 15, 12, 5, 11]","[2, 11, 12, 10, 4, 4]"
"[0, 3, 0, 3, 1, 1]","[0, 0, 0, 0, 0, 0]"
"[1, 5, 0, 5, 3, 4]","[0, 3, 0, 3, 1, 1]"
"[3, 14, 0, 11, 5, 10]","[1, 5, 0, 5, 3, 4]"
"[4, 23, 3, 14, 12, 11]","[3, 14, 0, 11, 5, 10]"
"[0, 0, 2, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
"[0, 0, 3, 3, 0, 0]","[0, 0, 2, 0, 0, 0]"
"[0, 2, 5, 5, 1, 3]","[0, 0, 3, 3, 0, 0]"
"[4, 10, 10, 10, 4, 5]","[0, 2, 5, 5, 1, 3]"
"[5, 15, 12, 13, 5, 13]","[4, 10, 10, 10, 4, 5]"
"[0, 0, 2, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
"[0, 0, 3, 3, 0, 0]","[0, 0, 2, 0, 0, 0]"
"[1, 2, 5, 5, 0, 3]","[0, 0, 3, 3, 0, 0]"
"[4, 11, 10, 10, 4, 4]","[1, 2, 5, 5, 0, 3]"
"[5, 21, 13, 12, 5, 11]","[4, 11, 10, 10, 4, 4]"
"[1, 3, 0, 3, 0, 1]","[0, 0, 0, 0, 0, 0]"
"[3, 5, 0, 10, 0, 3]","[1, 3, 0, 3, 0, 1]"
"[4, 14, 1, 11, 4, 5]","[3, 5, 0, 10, 0, 3]"
"[5, 24, 4, 12, 11, 11]","[4, 14, 1, 11, 4, 5]"
"[1, 3, 0, 3, 0, 1]","[0, 0, 0, 0, 0, 0]"
"[3, 5, 0, 10, 0, 3]","[1, 3, 0, 3, 0, 1]"
"[4, 14, 1, 11, 4, 5]","[3, 5, 0, 10, 0, 3]"
"[10, 22, 5, 13, 5, 12]","[4, 14, 1, 11, 4, 5]"
"[0, 0, 2, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
"[0, 2, 5, 0, 1, 2]","[0, 0, 2, 0, 0, 0]"
"[0, 5, 12, 1, 2, 5]","[0, 2, 5, 0, 1, 2]"
"[0, 14, 14, 2, 5, 11]","[0, 5, 12, 1, 2, 5]"
"[0, 22, 23, 4, 11, 12]","[0, 14, 14, 2, 5, 11]"
"[0, 0, 2, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
"[0, 2, 5, 1, 0, 2]","[0, 0, 2, 0, 0, 0]"
"[0, 5, 12, 2, 1, 5]","[0, 2, 5, 1, 0, 2]"
"[0, 14, 13, 5, 3, 11]","[0, 5, 12, 2, 1, 5]"
"[0, 23, 15, 11, 5, 14]","[0, 14, 13, 5, 3, 11]"
"[0, 0, 2, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
"[0, 0, 3, 3, 0, 0]","[0, 0, 2, 0, 0, 0]"
"[0, 2, 5, 5, 1, 3]","[0, 0, 3, 3, 0, 0]"
"[4, 10, 10, 10, 4, 5]","[0, 2, 5, 5, 1, 3]"
"[10, 21, 13, 12, 5, 11]","[4, 10, 10, 10, 4, 5]"
"[0, 0, 2, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
"[0, 0, 3, 3, 0, 0]","[0, 0, 2, 0, 0, 0]"
"[1, 2, 5, 5, 0, 3]","[0, 0, 3, 3, 0, 0]"
"[4, 10, 12, 10, 2, 5]","[1, 2, 5, 5, 0, 3]"
"[10, 21, 15, 12, 3, 11]","[4, 10, 12, 10, 2, 5]"
"[1, 2, 3, 2, 0, 0]","[0, 0, 0, 0, 0, 0]"
"[2, 3, 5, 5, 0, 3]","[1, 2, 3, 2, 0, 0]"
"[3, 12, 12, 11, 0, 5]","[2, 3, 5, 5, 0, 3]"
"[10, 22, 21, 12, 1, 10]","[3, 12, 12, 11, 0, 5]"
"[1, 3, 0, 3, 0, 1]","[0, 0, 0, 0, 0, 0]"
"[3, 5, 0, 10, 0, 3]","[1, 3, 0, 3, 0, 1]"
"[4, 12, 3, 13, 2, 5]","[3, 5, 0, 10, 0, 3]"
"[13, 20, 10, 20, 3, 10]","[4, 12, 3, 13, 2, 5]"
"[0, 3, 0, 3, 1, 1]","[0, 0, 0, 0, 0, 0]"
